ROW_ID,ITEMID,VPICU VARIABLE,LABEL,CATEGORY,UNITNAME,ABBREVIATION,DBSOURCE,LINKSTO,PARAM_TYPE,CONCEPTID,Msmts / hour,Total msmts,Patients with >1 msmt,% patients 100% missing,Mean,Stddev
2362,8033,8033,,NC,,,,carevue,chartevents,,,,,,,,
14753,227439,227439,,Ndwelling Port (PortaCath) placed in outside facility,Access Lines - Invasive,,Indwelling Port placed in outside facility,metavision,chartevents,Checkbox,,,,,,,
1385,1376,1376,,NEB,,,,carevue,chartevents,,,,,,,,
2039,5947,5947,,NEBS,,,,carevue,chartevents,,,,,,,,
3174,1728,1728,,nebulizer,,,,carevue,chartevents,,,,,,,,
4678,7505,7505,,Neck,,,,carevue,chartevents,,,,,,,,
3893,2958,2958,,NECK FLAP CAP REFILL,,,,carevue,chartevents,,,,,,,,
4715,7600,7600,,NECK GIRTH (cm),,,,carevue,chartevents,,,,,,,,
13678,225298,225298,,Neck ROM (Intubation),Intubation,,Neck ROM (Intubation),metavision,,Text,,,,,,,
2437,6026,6026,,NECKJP/DRAINAGE/SITE,,,,carevue,chartevents,,,,,,,,
11580,43532,43532,,Needle Aspiration,,,,carevue,inputevents_cv,,,,,,,,
423,459,459,,Neg Insp Force(>-25),,,,carevue,chartevents,,,,,,,,
13336,224419,224419,,Negative Insp. Force,Respiratory,cmH2O,Negative Insp. Force,metavision,chartevents,Numeric,,,,,,,
12379,80040,80040,,NEISSERIA GONORRHOEAE,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12380,80041,80041,,NEISSERIA MENINGITIDIS,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12381,80042,80042,,NEISSERIA SPECIES,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12631,80292,80292,,"""NEISSERIA SPECIES"," NOT GONORRHOEAE""",ORGANISM,,,hospital,microbiologyevents,,,,,,,,
3255,1887,1887,,Neo 120mg/250ml,,,,carevue,chartevents,,,,,,,,
2427,6016,6016,,Neo Bili,,,,carevue,chartevents,,,,,,,,
839,3184,3184,,Neo mcg/kg/min,,,,carevue,chartevents,,,,,,,,
841,3188,3188,,neo mcq/kg/min,,,,carevue,chartevents,,,,,,,,
4066,8339,8339,,Neo Opium Solution,,,,carevue,chartevents,,,,,,,,
1705,4928,4928,,Neo-Synephrine gtts,,,,carevue,chartevents,,,,,,,,
15323,228130,228130,,NEOB notified,7-Communication,None,NEOB notified,metavision,procedureevents_mv,Process,,,,,,,
4501,7074,7074,,NeoBlue Bank,,,,carevue,chartevents,,,,,,,,
4502,7075,7075,,NeoBlue Mini,,,,carevue,chartevents,,,,,,,,
5077,30385,30385,,NeoCate,,,,carevue,inputevents_cv,,,,,,,,
10122,45868,45868,,Neocate +rice cereal,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10168,45926,45926,,Neocate 20,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8297,44523,44523,,Neocate 20 PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
5078,30386,30386,,Neocate 24,,,,carevue,inputevents_cv,,,,,,,,
5083,30391,30391,,Neocate 24 NG,,,,carevue,inputevents_cv,,,,,,,,
9323,46131,46131,,Neocate 24 via Jtube,Free Form Intake,,,carevue,outputevents,,,,,,,,
9001,43962,43962,,Neocate 26,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10129,45875,45875,,Neocate 26 Corn Oil,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10059,45784,45784,,Neocate 26 pg,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12242,45785,45785,,Neocate 26 po,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10080,45820,45820,,Neocate 28 PG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11662,45821,45821,,Neocate 28 PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
5087,30396,30396,,Neocate PO,,,,carevue,inputevents_cv,,,,,,,,
10194,45965,45965,,Neocate24 NG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11658,45810,45810,,Neocate24 po,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11693,45966,45966,,Neocate24 PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9324,46132,46132,,Neocate24 via J tube,Free Form Intake,,,carevue,outputevents,,,,,,,,
2464,6054,6054,,Neonatal bili,,,,carevue,chartevents,,,,,,,,
2483,6074,6074,,NEONATAL BILI,,,,carevue,chartevents,,,,,,,,
2476,6067,6067,,Neonatal Bili & Lyts,,,,carevue,chartevents,,,,,,,,
2462,6052,6052,,"""Neonatal bili"," lytes""",,,,carevue,chartevents,,,,,,,,
2678,5057,5057,,NEONATAL MORPHINE,,,,carevue,chartevents,,,,,,,,
4649,7424,7424,,Neonatal Morphine,,,,carevue,chartevents,,,,,,,,
1730,5613,5613,,Neonatal Morphine PO,,,,carevue,chartevents,,,,,,,,
2387,8093,8093,,Neonatal opium sol.,,,,carevue,chartevents,,,,,,,,
4486,7036,7036,,neonatal opium solun,,,,carevue,chartevents,,,,,,,,
1109,3539,3539,,Neonatal Opium Solut,,,,carevue,chartevents,,,,,,,,
12295,70049,70049,,NEOPLASTIC BLOOD,SPECIMEN,,,hospital,microbiologyevents,,,,,,,,
4581,7254,7254,,Neosporin to GT site,,,,carevue,chartevents,,,,,,,,
5254,30336,30336,,NeoSure,,,,carevue,inputevents_cv,,,,,,,,
9243,44302,44302,,Neosure 20 NG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7404,43515,43515,,NEOSURE 22,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12052,46397,46397,,Neosure 22,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12198,45608,45608,,Neosure 22 cal po,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8760,43631,43631,,Neosure 22 NG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11527,43632,43632,,Neosure 22 PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10035,45748,45748,,Neosure 22cal NG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
5257,30339,30339,,NeoSure 24 NG,,,,carevue,inputevents_cv,,,,,,,,
5039,30347,30347,,NeoSure 24 PO,,,,carevue,inputevents_cv,,,,,,,,
9929,45612,45612,,Neosure 26,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9878,45534,45534,,Neosure 26 cal,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9717,45314,45314,,Neosure 26 cal po,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8203,44394,44394,,Neosure 26 PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11366,44578,44578,,Neosure 26cal NG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9718,45315,45315,,neosure 26cal ng,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8338,44579,44579,,Neosure 26cal po,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11686,45947,45947,,Neosure 27,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8200,44390,44390,,Neosure 30 PG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8201,44391,44391,,Neosure 30 PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
5084,30392,30392,,NeoSure NG,,,,carevue,inputevents_cv,,,,,,,,
11897,44070,44070,,NEOSURE PG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
5088,30398,30398,,NeoSure PO,,,,carevue,inputevents_cv,,,,,,,,
5255,30337,30337,,NeoSure Powder,,,,carevue,inputevents_cv,,,,,,,,
11574,43516,43516,,Neosure with 2 polye,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11661,45818,45818,,"""Neosure26","PO""",Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12117,45330,45330,,Neosure30,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9730,45331,45331,,Neosure30 pg,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9732,45334,45334,,Neosure32 PG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12119,45335,45335,,Neosure32 PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
2496,6090,6090,,neosynepherin,,,,carevue,chartevents,,,,,,,,
5136,30127,30127,,Neosynephrine,,,,carevue,inputevents_cv,,,,,,,,
1944,5843,5843,,Neosynephrine drops,,,,carevue,chartevents,,,,,,,,
1786,5682,5682,,Neosynephrine gtts,,,,carevue,chartevents,,,,,,,,
5419,30128,30128,,Neosynephrine-k,,,,carevue,inputevents_cv,,,,,,,,
6346,41836,41836,,Nep Tube #1 flush,Free Form Intake,,,carevue,outputevents,,,,,,,,
6347,41837,41837,,Neph tube #2 flush,Free Form Intake,,,carevue,outputevents,,,,,,,,
4221,6469,6469,,nephostomy,,,,carevue,chartevents,,,,,,,,
3006,1554,1554,,nephr. tubes irrig.,,,,carevue,chartevents,,,,,,,,
14360,225922,225922,,Nephramine,Nutrition - Supplements,mL,Nephramine,metavision,inputevents_mv,Solution,,,,,,,
4551,7193,7193,,NEPHRO TUBE,,,,carevue,chartevents,,,,,,,,
8666,44846,44846,,nephrost tube flush,Free Form Intake,,,carevue,outputevents,,,,,,,,
4189,6414,6414,,Nephrostomy,,,,carevue,chartevents,,,,,,,,
4370,6782,6782,,nephrostomy,,,,carevue,chartevents,,,,,,,,
6905,41177,41177,,Nephrostomy drain,Free Form Intake,,,carevue,outputevents,,,,,,,,
3422,2137,2137,,Nephrostomy Drain,,,,carevue,chartevents,,,,,,,,
6962,41247,41247,,nephrostomy flush,Free Form Intake,,,carevue,outputevents,,,,,,,,
888,3250,3250,,Nephrostomy tube,,,,carevue,chartevents,,,,,,,,
2293,7862,7862,,Nephrostomy Tube LLQ,,,,carevue,chartevents,,,,,,,,
4552,7194,7194,,NEPHROTUBE COLOR,,,,carevue,chartevents,,,,,,,,
5387,30077,30077,,Nepro,,,,carevue,inputevents_cv,,,,,,,,
15477,228348,228348,,Nepro (1/2),Nutrition - Enteral,mL,Nepro (1/2),metavision,inputevents_mv,Solution,,,,,,,
7864,42792,42792,,nepro (1/2) & promod,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
15478,228349,228349,,Nepro (1/4),Nutrition - Enteral,mL,Nepro (1/4),metavision,inputevents_mv,Solution,,,,,,,
15479,228350,228350,,Nepro (3/4),Nutrition - Enteral,mL,Nepro (3/4),metavision,inputevents_mv,Solution,,,,,,,
15480,228351,228351,,Nepro (Full),Nutrition - Enteral,mL,Nepro (Full),metavision,inputevents_mv,Solution,,,,,,,
12079,45177,45177,,Nepro 3/4 w/Bene 75g,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7630,42462,42462,,NEPRO W/ PROMOD,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7650,42495,42495,,nepro with promod,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12784,223802,223802,,Nerve Stimulated,Pain/Sedation,,Nerve Stimulated,metavision,,Text,,,,,,,
424,460,460,,Nerve Stimulated,,,,carevue,chartevents,,,,,,,,
10657,41611,41611,,Nesiritide,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12988,222037,222037,,Nesiritide,Medications,mg,Nesiritide,metavision,inputevents_mv,Solution,,,,,,,
1269,1124,1124,,NESIRITIDE,,,,carevue,chartevents,,,,,,,,
3235,1857,1857,,nesiritide,,,,carevue,chartevents,,,,,,,,
11172,42664,42664,,nesirtide,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12228,45743,45743,,Nestle Good Start,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7939,42891,42891,,net hourly output,,,,carevue,outputevents,,,,,,,,
8038,43017,43017,,NET PD,,,,carevue,inputevents_cv,,,,,,,,
11790,46754,46754,,net pheresis intake,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
6915,41187,41187,,Neuro Angio Intake,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9043,44015,44015,,Neuro Angio Outake,,,,carevue,outputevents,,,,,,,,
6918,41190,41190,,Neuro Angio Output,,,,carevue,outputevents,,,,,,,,
2271,4262,4262,,Neuro consult,,,,carevue,chartevents,,,,,,,,
1694,4902,4902,,neuro consult,,,,carevue,chartevents,,,,,,,,
426,462,462,,Neuro Drain [Level],,,,carevue,chartevents,,,,,,,,
4906,8443,8443,,Neuro Drain [Location],,,,carevue,chartevents,,,,,,,,
12848,223932,223932,,Neuro Drain #1 Drainage,Neurological,,Neuro Drain #1 Drainage,metavision,,Text,,,,,,,
15081,227985,227985,,Neuro Drain #1 Landmark,Neurological,,Neuro Drain #1 Landmark,metavision,,Text,,,,,,,
12846,223930,223930,,Neuro Drain #1 Level,Neurological,,Neuro Drain #1 Level,metavision,,Text,,,,,,,
12847,223931,223931,,Neuro Drain #1 Status,Neurological,,Neuro Drain #1 Status,metavision,,Text,,,,,,,
12845,223926,223926,,Neuro Drain #1 Type,Neurological,,Neuro Drain #1 Type,metavision,,Text,,,,,,,
15079,227983,227983,,Neuro Drain #2 Drainage,Neurological,,Neuro Drain #2 Drainage,metavision,,Text,,,,,,,
15082,227986,227986,,Neuro Drain #2 Landmark,Neurological,,Neuro Drain #2 Landmark,metavision,,Text,,,,,,,
15080,227984,227984,,Neuro Drain #2 Level,Neurological,,Neuro Drain #2 Level,metavision,,Text,,,,,,,
15078,227982,227982,,Neuro Drain #2 Status,Neurological,,Neuro Drain #2 Status,metavision,,Text,,,,,,,
15077,227981,227981,,Neuro Drain #2 Type,Neurological,,Neuro Drain #2 Type,metavision,,Text,,,,,,,
425,461,461,,Neuro Drain Drainage,,,,carevue,chartevents,,,,,,,,
13300,224765,224765,,Neuro Drain Head of Bed,Neurological,,Neuro Drain HOB,metavision,,Text,,,,,,,
14593,227122,227122,,Neuro Drain Landmark,Neurological,,Neuro Drain Landmark,metavision,,Text,,,,,,,
14812,227591,227591,,Neuro Drain Landmark,Neurological,,Neuro Drain Landmark,metavision,,Text,,,,,,,
13299,224764,224764,,Neuro Drain Location,Neurological,,Neuro Drain Location,metavision,,Text,,,,,,,
427,463,463,,Neuro Drain Status,,,,carevue,chartevents,,,,,,,,
428,464,464,,Neuro Drain Type,,,,carevue,chartevents,,,,,,,,
3915,2986,2986,,neuro drain type 2,,,,carevue,chartevents,,,,,,,,
12841,223921,223921,,Neuro Symptoms,Neurological,,Neuro Symptoms,metavision,,Text,,,,,,,
429,465,465,,Neuro Symptoms,,,,carevue,chartevents,,,,,,,,
13320,224380,224380,,Neuro Waveform Appearance,Neurological,,Neuro Waveform Appearance,metavision,,Text,,,,,,,
7584,42413,42413,,NEURO-RAD IN,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7588,42417,42417,,NEURO-RAD OUT,,,,carevue,outputevents,,,,,,,,
15530,228402,228402,,Neurological Symptoms,Neurological,,Neurological Symptoms,metavision,,Text,,,,,,,
1551,4617,4617,,Neurology consult,,,,carevue,chartevents,,,,,,,,
3999,4375,4375,,Neut,,,,carevue,chartevents,,,,,,,,
2890,3780,3780,,NEUTS,Heme/Coag,,,carevue,chartevents,,,,,,,,
10638,41556,41556,,ng,,,,carevue,inputevents_cv,,,,,,,,
7050,41357,41357,,NG aspirate,,,,carevue,inputevents_cv,,,,,,,,
12139,45395,45395,,NG CONTRAST,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9326,46135,46135,,NG Drainage,,,,carevue,outputevents,,,,,,,,
7355,43439,43439,,NG EAR 30cal,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
1098,3522,3522,,NG Feedings,,,,carevue,chartevents,,,,,,,,
7215,43244,43244,,NG out,,,,carevue,outputevents,,,,,,,,
11603,42301,42301,,NG RESIDUAL,,,,carevue,inputevents_cv,,,,,,,,
11312,44381,44381,,NG residual,,,,carevue,inputevents_cv,,,,,,,,
8792,43684,43684,,NG TUBE,,,,carevue,outputevents,,,,,,,,
1099,3523,3523,,NG Tube Taped at:,,,,carevue,chartevents,,,,,,,,
7444,42222,42222,,NGT,Free Form Intake,,,carevue,outputevents,,,,,,,,
11765,46605,46605,,NGT Aspirate,,,,carevue,outputevents,,,,,,,,
6814,41053,41053,,"""ngt flush","h20""",Free Form Intake,,,carevue,outputevents,,,,,,,,
8214,44410,44410,,ngt irrigant,Free Form Intake,,,carevue,outputevents,,,,,,,,
1989,5893,5893,,NGT lavage,,,,carevue,chartevents,,,,,,,,
10533,40637,40637,,ngt meds,Free Form Intake,,,carevue,outputevents,,,,,,,,
1866,5763,5763,,NGT NS FLUSH Q/4HR,,,,carevue,chartevents,,,,,,,,
11446,45028,45028,,NGT NS IRRIGANT,Free Form Intake,,,carevue,outputevents,,,,,,,,
10281,46471,46471,,NGT out,,,,carevue,outputevents,,,,,,,,
10499,46763,46763,,NGT OUT S/P LAvage,,,,carevue,outputevents,,,,,,,,
11823,43820,43820,,NGT output,,,,carevue,outputevents,,,,,,,,
1100,3524,3524,,NGT Placement,,,,carevue,chartevents,,,,,,,,
4724,7614,7614,,ngt residual,,,,carevue,chartevents,,,,,,,,
7907,42837,42837,,NGT RESIDUAL,,,,carevue,outputevents,,,,,,,,
8945,43892,43892,,ngt residual,,,,carevue,outputevents,,,,,,,,
8254,44475,44475,,NGT residual,,,,carevue,outputevents,,,,,,,,
7539,42348,42348,,ngt/bile aspirate,,,,carevue,outputevents,,,,,,,,
7538,42347,42347,,ngt/bile returned,Free Form Intake,,,carevue,outputevents,,,,,,,,
8087,43090,43090,,NICADRDIPINE,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
831,3176,3176,,Nicardip.mcg/kg/min,,,,carevue,chartevents,,,,,,,,
12989,222042,222042,,Nicardipine,Medications,mg,Nicardipine,metavision,inputevents_mv,Solution,,,,,,,
3363,2052,2052,,Nicardipine,,,,carevue,chartevents,,,,,,,,
840,3186,3186,,nicardipine,,,,carevue,chartevents,,,,,,,,
5270,30178,30178,,Nicardipine,,,,carevue,inputevents_cv,,,,,,,,
7988,42967,42967,,Nicardipine (mg/h),Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
761,3070,3070,,Nicardipine (mg/h),,,,carevue,chartevents,,,,,,,,
3382,2077,2077,,nicardipine 25mg/250,,,,carevue,chartevents,,,,,,,,
804,3125,3125,,NICARDIPINE 5-15MG/H,,,,carevue,chartevents,,,,,,,,
6341,41828,41828,,nicardipine drip,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
6337,41823,41823,,nicardipine gtt,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8084,43086,43086,,Nicardipine gtt,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3377,2070,2070,,nicardipine gtt,,,,carevue,chartevents,,,,,,,,
879,3240,3240,,Nicardipine gtt,,,,carevue,chartevents,,,,,,,,
8053,43037,43037,,nicardipine HCL,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3160,1714,1714,,Nicardipine HCl,,,,carevue,chartevents,,,,,,,,
3392,2093,2093,,Nicardipine mcg/k/mn,,,,carevue,chartevents,,,,,,,,
878,3239,3239,,NICARDIPINE MCG/KG/M,,,,carevue,chartevents,,,,,,,,
786,3102,3102,,NICARDIPINE MCQ/KG/',,,,carevue,chartevents,,,,,,,,
881,3242,3242,,NICARDIPINE MCQ/KG/M,,,,carevue,chartevents,,,,,,,,
6917,41189,41189,,Nicardipine mg/hr,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3161,1715,1715,,Nicardipine mg/hr,,,,carevue,chartevents,,,,,,,,
3398,2101,2101,,nicardipine mg/hr,,,,carevue,chartevents,,,,,,,,
905,3277,3277,,NICARDIPINE--MG/HR,,,,carevue,chartevents,,,,,,,,
1101,3525,3525,,NICU Procedures,,,,carevue,chartevents,,,,,,,,
1338,1324,1324,,nif,,,,carevue,chartevents,,,,,,,,
3342,2022,2022,,NIF,,,,carevue,chartevents,,,,,,,,
6554,41916,41916,,NIMBEX,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7709,42590,42590,,nimbex,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3710,2670,2670,,nimbex,,,,carevue,chartevents,,,,,,,,
6460,42174,42174,,nimbex cc/hr,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7502,42291,42291,,NIMBEX CC/HR,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3463,2290,2290,,nimbex mcg/kg/m,,,,carevue,chartevents,,,,,,,,
6363,42045,42045,,nimbex mcg/kg/min,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3459,2285,2285,,nimbex mcg/kg/min,,,,carevue,chartevents,,,,,,,,
3431,2164,2164,,NIMBEX MG/KG/HR,,,,carevue,chartevents,,,,,,,,
3630,2548,2548,,nimbex mg/kg/hr,,,,carevue,chartevents,,,,,,,,
9130,44144,44144,,NIPPLE,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8229,44435,44435,,Nipple,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
1877,5774,5774,,nipple shield used,,,,carevue,chartevents,,,,,,,,
9012,43973,43973,,Nipple Type,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9013,43974,43974,,Nipple type,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
1110,3540,3540,,Nipple Type,,,,carevue,chartevents,,,,,,,,
8708,43571,43571,,nitrates,,,,carevue,inputevents_cv,,,,,,,,
1395,1386,1386,,nitric,,,,carevue,chartevents,,,,,,,,
2196,5579,5579,,Nitric [PSIG],,,,carevue,chartevents,,,,,,,,
4429,6920,6920,,Nitric Cylinder[PSI],,,,carevue,chartevents,,,,,,,,
2066,5974,5974,,Nitric Dioxide,,,,carevue,chartevents,,,,,,,,
13288,224749,224749,,Nitric Oxide,Respiratory,ppm,Nitric Oxide,metavision,chartevents,Numeric,,,,,,,
3365,2056,2056,,Nitric Oxide,,,,carevue,chartevents,,,,,,,,
3417,2131,2131,,Nitric oxide,,,,carevue,chartevents,,,,,,,,
3742,2717,2717,,NITRIC OXIDE,,,,carevue,chartevents,,,,,,,,
2044,5952,5952,,nitric oxide,,,,carevue,chartevents,,,,,,,,
3383,2078,2078,,Nitric Oxide ppm,,,,carevue,chartevents,,,,,,,,
4205,6438,6438,,Nitric Oxide PPM,,,,carevue,chartevents,,,,,,,,
4377,6794,6794,,NITRIC OXIDE PPM,,,,carevue,chartevents,,,,,,,,
4427,6916,6916,,nitric oxide ppm,,,,carevue,chartevents,,,,,,,,
13289,224750,224750,,Nitric Oxide Tank Pressure,Respiratory,psi,Nitric Oxide Tank Pressure,metavision,chartevents,Numeric,,,,,,,
4315,6678,6678,,nitric ppm,,,,carevue,chartevents,,,,,,,,
3366,2057,2057,,nitric tank pressure,,,,carevue,chartevents,,,,,,,,
4109,6283,6283,,Nitric Tank Pressure,,,,carevue,chartevents,,,,,,,,
4117,6291,6291,,NITRIC TANK PRESSURE,,,,carevue,chartevents,,,,,,,,
4206,6439,6439,,Nitric tank pressure,,,,carevue,chartevents,,,,,,,,
3384,2079,2079,,Nitric tank psi,,,,carevue,chartevents,,,,,,,,
4004,8173,8173,,Nitric Tank psi,,,,carevue,chartevents,,,,,,,,
2071,5979,5979,,NITRIOUS OXIDE,,,,carevue,chartevents,,,,,,,,
3535,2409,2409,,nitro mcg/kg/min,,,,carevue,chartevents,,,,,,,,
12661,90010,90010,,NITROFURANTOIN,ANTIBACTERIUM,,,hospital,microbiologyevents,,,,,,,,
12991,222056,222056,,Nitroglycerin,Medications,mg,Nitroglycerin,metavision,inputevents_mv,Solution,,,,,,,
5108,30049,30049,,Nitroglycerine,,,,carevue,inputevents_cv,,,,,,,,
5415,30121,30121,,Nitroglycerine-k,,,,carevue,inputevents_cv,,,,,,,,
12990,222051,222051,,Nitroprusside,Medications,mg,Nitroprusside,metavision,inputevents_mv,Solution,,,,,,,
5369,30050,30050,,Nitroprusside,,,,carevue,inputevents_cv,,,,,,,,
14380,225949,225949,,NIV Mask,Respiratory,,NIV Mask,metavision,,Text,,,,,,,
9316,46118,46118,,NJ tube,Free Form Intake,,,carevue,outputevents,,,,,,,,
12783,223801,223801,,NMB Medication,Pain/Sedation,,NMB Medication,metavision,,Text,,,,,,,
421,457,457,,NMB Medication,,,,carevue,chartevents,,,,,,,,
3600,2504,2504,,no,,,,carevue,chartevents,,,,,,,,
3705,2665,2665,,NO,,,,carevue,chartevents,,,,,,,,
14283,226166,226166,,No Complications (Intubation),Intubation,,No Complications (Intubation),metavision,chartevents,Checkbox,,,,,,,
13679,225300,225300,,No Drugs Administered (Intubation),Intubation,,No Drugs Administered (Intubation),metavision,chartevents,Checkbox,,,,,,,
12613,80274,80274,,NO GROWTH,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
3371,2062,2062,,NO ppm,,,,carevue,chartevents,,,,,,,,
2042,5950,5950,,NO PPM,,,,carevue,chartevents,,,,,,,,
1394,1385,1385,,NO tank,,,,carevue,chartevents,,,,,,,,
2043,5951,5951,,NO tank pr,,,,carevue,chartevents,,,,,,,,
4732,7632,7632,,NO Tank Pressure,,,,carevue,chartevents,,,,,,,,
3372,2063,2063,,NO tank psi,,,,carevue,chartevents,,,,,,,,
3416,2130,2130,,NO tank PSI,,,,carevue,chartevents,,,,,,,,
4056,8310,8310,,NO Tank PSI,,,,carevue,chartevents,,,,,,,,
14287,226179,226179,,No wallet / money,Adm History/FHPA,,No wallet / money,metavision,chartevents,Checkbox,,,,,,,
3601,2505,2505,,no2,,,,carevue,chartevents,,,,,,,,
4093,6267,6267,,NO2,,,,carevue,chartevents,,,,,,,,
4378,6795,6795,,NO2 ANALYZED,,,,carevue,chartevents,,,,,,,,
3711,2671,2671,,NO2 TANK PRESSURSE,,,,carevue,chartevents,,,,,,,,
12406,80067,80067,,NOCARDIA ASTEROIDES,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12526,80187,80187,,NOCARDIA ASTEROIDES COMPLEX ,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12407,80068,80068,,NOCARDIA SPECIES,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
8054,43038,43038,,Noe gtt 60mg/250cc,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12736,220181,220181,,Non Invasive Blood Pressure mean,Routine Vital Signs,mmHg,NBPm,metavision,chartevents,Numeric,,,,,,,
1527,4562,4562,,non nutritive suck,,,,carevue,chartevents,,,,,,,,
12564,80225,80225,,"""NON-FERMENTER"," NOT PSEUDOMONAS AERUGINOSA""",ORGANISM,,,hospital,microbiologyevents,,,,,,,,
13009,223751,223751,,Non-Invasive Blood Pressure Alarm - High,Alarms,mmHg,NBP Alarm - High,metavision,chartevents,Numeric,,,,,,,
12751,223752,223752,,Non-Invasive Blood Pressure Alarm - Low,Alarms,mmHg,NBP Alarm - Low,metavision,chartevents,Numeric,,,,,,,
